,project_name,project_type,project_owner,base_price,target_price,target_rate,bid_days,bid_start_month,bid_start_weekday,bid_start_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding
2680,대정여고 태양광발전장치 및 피뢰시설 설치 전기공사 상주감리용역 수의계약 견적제출 안내공고,용역,제주특별자치도교육청,29297000,29396000,100.338,2,6,0,2Q,101.533,99.55,100.3925,0.5807202902909078,10
2681,구민회관 전기설비개수 및 성능개선공사,공사,서울특별시 강남구,359524000,360582000,100.294,5,6,4,2Q,100.564,100.407,100.4855,0.11101576464628547,2
2682,세화고 피뢰설비 및 전기설비개선공사 상주감리용역 수의계약 견적제출 안내 공고,용역,제주특별자치도교육청,21293000,21087000,99.033,2,6,0,2Q,101.533,99.55,100.3925,0.5807202902909078,10
2683,서귀포온성학교 전기설비개선 전기공사 상주감리용역 수의계약 견적제출 안내 공고,용역,제주특별자치도교육청,22233000,22218000,99.933,2,6,0,2Q,101.533,99.55,100.3925,0.5807202902909078,10
2685,성산고 피뢰설비 및 전기설비개선공사 상주감리용역 수의계약 견적제출 안내 공고,용역,제주특별자치도교육청,35013000,35218000,100.585,2,6,0,2Q,101.533,99.55,100.3925,0.5807202902909078,10
2686,화랑중학교 냉난방시설개선 및 기타 전기공사 설계용역 견적제출 공고,용역,경상북도교육청 경상북도경주교육지원청,16612000,16631000,100.114,5,6,3,2Q,100.565,98.181,99.58128571428573,0.8077274115867136,7
2688,광주전기사업소외 1개소 근무환경개선 공사,공사,한국철도공사 회계통합센터,80850000,80483000,99.546,2,6,0,2Q,100.679,99.236,100.06411111111112,0.43543037458485867,9
2690,부림초등학교 수배전반교체 전기공사 수의계약 안내 공고,공사,경상남도교육청 경상남도의령교육지원청,4202000,4221000,100.452,5,6,3,2Q,100.3,100.3,100.3,,1
2691,덕산고등학교 다목적실 증축 전기공사 수의계약 안내공고,공사,경상남도교육청 경상남도산청교육지원청,21989000,21640000,98.413,5,6,4,2Q,0.0,0.0,0.0,0.0,0
2692,금사중학교 화장실개량 및 기타 전기공사,공사,부산광역시교육청 부산광역시동래교육지원청,73040000,72633000,99.443,2,6,0,2Q,100.792,98.849,99.63262499999999,0.6788214445429888,8
2693,고제사과 생과일즙 가공공장 신축 전기공사,공사,다와요영농조합법인,49269000,49402000,100.27,5,6,4,2Q,0.0,0.0,0.0,0.0,0
2694,회현역 등 2개역 변전소 및 전기기능실 소방설비 개량공사,공사,서울교통공사,425636000,425969000,100.078,5,6,4,2Q,101.076,98.153,99.78293333333338,0.6884692632476637,30
2695,원평중 행복감성 NEW SPACE 시설 전기공사 수의견적 제출 안내공고,공사,충청북도교육청 충청북도청주교육지원청,52646000,52903000,100.488,2,6,0,2Q,101.591,99.889,100.4737142857143,0.6554824468246535,7
2696,관천중학교 외 6교 내진보강 및 기타 전기공사,공사,대구광역시교육청 대구광역시서부교육지원청,24706000,24777000,100.287,4,6,5,2Q,100.163,98.683,99.49266666666666,0.7497735213605015,3
2697,덕소초외 1교(마석중) 용량증설 전기공사,공사,경기도교육청 경기도구리남양주교육지원청,57739000,56875000,98.504,5,6,4,2Q,100.435,98.693,99.77466666666665,0.9443422755194942,3
2699,석촌근린공원 다목적체육관 건립공사(전기),공사,인천광역시 남동구,102439000,101486000,99.07,5,6,4,2Q,0.0,0.0,0.0,0.0,0
2700,오창중 수변전설비보수 및 기타 전기공사 수의견적 제출 안내공고,공사,충청북도교육청 충청북도청주교육지원청,82874000,82979000,100.127,2,6,0,2Q,101.591,99.889,100.4737142857143,0.6554824468246535,7
2702,장애인직업재활시설 증축 및 리모델링 전기공사,공사,경기도 부천시,195943000,194112000,99.066,5,6,4,2Q,100.202,98.855,99.498,0.61627023293357,5
2703,원종종합사회복지관 경로식당 재배치 전기공사,공사,경기도 부천시,39517000,39271000,99.377,5,6,4,2Q,100.202,98.855,99.498,0.61627023293357,5
2704,제주학생문화원 노후 수전설비 개선공사 전기감리용역 수의계약 안내공고,용역,제주특별자치도교육청 제주학생문화원,34453000,34630000,100.514,2,6,0,2Q,0.0,0.0,0.0,0.0,0
2705,배다리도서관 별동 증축공사-전기,공사,경기도 평택시,101230000,101428000,100.196,2,6,0,2Q,100.326,98.08,99.42683333333333,0.9269117361791613,6
2706,친환경학교급식공급센터(식자재 소분장)건립사업 전기공사,공사,경상북도 울진군,88572000,87341000,98.61,5,6,4,2Q,101.01,99.374,100.35225000000001,0.6951768959528725,4
2707,군외 근린생활형 국민체육센터 건립 전기공사,공사,전라남도 완도군,120901000,120703000,99.836,2,6,0,2Q,100.431,99.439,99.923,0.43478193768064255,4
2708,의정부 역전근린공원 화장실 설치 공사(전기),공사,경기도 의정부시,59103000,59402000,100.506,2,6,0,2Q,100.042,100.042,100.042,,1
2709,무주 태권마을 조성사업 전기공사,공사,전라북도 무주군,297207000,295137000,99.304,4,6,4,2Q,100.464,98.878,99.71459999999999,0.687818144570204,5
2710,고문리 소규모 다목적 체육관 신축공사(전기),공사,경기도 연천군,48587000,48696000,100.224,2,6,0,2Q,100.899,98.982,99.89042857142856,0.7279814231015475,7
2712,학동초 병설유치원 신설 전기공사 입찰 공고,공사,서울특별시교육청 서울특별시강남서초교육지원청,145310000,146704000,100.959,4,6,4,2Q,101.079,99.661,100.37,1.002677415722519,2
2713,광교로삼거리 ~ 광교사거리간 차로 확장 공사(전기),공사,경기도 수원시,84770000,84528000,99.715,5,6,3,2Q,98.379,98.379,98.379,,1
2714,청송군산림조합 산지종합유통센터 신축공사(전기),공사,경북 청송군산림조합,27850000,27760000,99.677,7,6,1,2Q,0.0,0.0,0.0,0.0,0
2715,상천역세권 소로 1-1호선 및 1-3호선 개설 전기공사,공사,경기도 가평군,27654000,27785000,100.474,5,6,2,2Q,98.666,98.666,98.666,,1
2716,화북종합시장 전기공사,공사,제주특별자치도 제주시,196461000,196807000,100.176,4,6,4,2Q,100.606,99.029,99.82350000000001,0.7167071228891206,6
2717,2020년 산불방지 지원센터 신축공사(전기) 입찰공고,공사,산림청 서부지방산림청 함양국유림관리소,33583000,33436000,99.562,5,6,3,2Q,0.0,0.0,0.0,0.0,0
2718,본선환기구 양방향 전기집진기(20셀 이하) 부대공사,공사,대구도시철도공사,357040000,353959000,99.137,5,6,3,2Q,100.931,98.205,99.64533333333333,1.369565746261687,3
2720,양현 소규모공공하수처리시설 설치공사(전기 및 계측제어),공사,경기도 양평군 환경사업소,139214000,139762000,100.394,7,6,1,2Q,0.0,0.0,0.0,0.0,0
2721,관악창업센터 조성 리모델링 전기공사,공사,서울특별시,229072000,231031000,100.855,4,6,4,2Q,100.892,98.328,99.8683,0.6777467389115641,20
2725,우도 비양동 농어촌마을 하수도 정비(처리시설) 전기공사,공사,제주특별자치도,311630000,309737000,99.393,5,6,3,2Q,101.411,98.512,100.096875,0.7271221699274472,16
2726,우도 천진리 농어촌마을 하수도 정비 전기공사,공사,제주특별자치도,88914000,89009000,100.107,5,6,3,2Q,101.411,98.512,100.096875,0.7271221699274472,16
2727,밭작물 종합시험 연구단지 조성 기반정비 전기공사,공사,제주특별자치도,373060000,374249000,100.319,5,6,3,2Q,101.411,98.512,100.096875,0.7271221699274472,16
2729,추자도 고도정수처리시설 제작설치 전기공사,공사,제주특별자치도,58814000,59015000,100.342,5,6,3,2Q,101.411,98.512,100.096875,0.7271221699274472,16
2730,우도 비양동 농어촌마을 하수도 정비(하수관로) 전기공사,공사,제주특별자치도,76213000,75976000,99.689,5,6,3,2Q,101.411,98.512,100.096875,0.7271221699274472,16
2731,지동 행정복지센터 건립공사(전기),공사,경기도 수원시 팔달구,458040000,461570000,100.771,5,6,3,2Q,0.0,0.0,0.0,0.0,0
2732,곡성읍 터미널사거리 교통사고 잦은곳 전기공사,공사,전라남도 곡성군,48400000,48745000,100.713,4,6,4,2Q,100.624,98.918,99.95985714285713,0.558335749817084,7
2733,여량초 냉난방개선 전기공사 소액수의 견적제출 공고,공사,강원도교육청 강원도정선교육지원청,33882000,33804000,99.77,5,6,3,2Q,0.0,0.0,0.0,0.0,0
2734,맹동산업단지 공공폐수처리시설 악취개선 및 시설보수공사(전기),공사,충청북도 음성군,55770000,55924000,100.276,5,6,2,2Q,100.534,99.321,100.077,0.6594641764341758,3
2735,청송읍 부곡리 논시골 오수관로 설치 전기공사,공사,경상북도 청송군,30450000,30087000,98.808,5,6,3,2Q,100.313,99.68,99.99775,0.29257406469701347,4
2737,사인암관광지 화장실 증축 및 개선공사(전기),공사,충청북도 단양군,43945000,43416000,98.796,5,6,2,2Q,99.343,99.343,99.343,,1
2738,영광공업고 외 1교(법성고) 다목적강당 보수 전기공사 수의계약 안내 공고,공사,전라남도교육청 전라남도영광교육지원청,33132000,32724000,98.769,5,6,3,2Q,0.0,0.0,0.0,0.0,0
2739,구봉지구 도시개발사업 공원시설 전기공사,공사,대전도시공사,75420000,75409000,99.985,5,6,3,2Q,101.007,101.007,101.007,,1
2740,화흥초 특별교실 및 연립사택 증축 전기공사,공사,전라남도교육청 전라남도완도교육지원청,139084000,139483000,100.287,5,6,3,2Q,100.042,99.527,99.78450000000001,0.3641599923110724,2
2742,가남읍 태평문화공원조성사업 전기공사,공사,조달청 서울지방조달청,954526000,952588000,99.797,4,6,4,2Q,100.626,98.609,99.94422222222222,0.6797521198528524,9
2744,명장초등학교 외 1교(남산고) 노후전등 및 화장실 전기공사,공사,부산광역시교육청 부산광역시동래교육지원청,141106000,141633000,100.373,4,6,4,2Q,99.654,98.849,99.169,0.3782635765353738,4
2745,3호선 지축전기실 노후시설 개량 전기공사 감리용역,용역,서울교통공사,102883050,103403000,100.505,8,6,0,2Q,101.076,98.153,99.81829166666667,0.6987503428740952,24
2747,구즉동 행정복지센터 청사 신축공사(전기),공사,대전광역시 유성구,387035000,390027000,100.773,4,6,4,2Q,100.097,99.164,99.68225,0.40237575722202457,4
2748,배곧초 LED조명교체 전기공사 제한경쟁입찰 공고,공사,경기도교육청 경기도시흥교육지원청,96976000,96758000,99.775,7,6,1,2Q,101.086,99.206,100.146,1.3293607486307062,2
2749,생금초 LED조명교체 전기공사 소액수의 견적제출 공고,공사,경기도교육청 경기도시흥교육지원청,74899000,74673000,99.698,7,6,1,2Q,101.086,99.206,100.146,1.3293607486307062,2
2750,학교 건물 외관 개선 및 지붕설치 공사(전기),공사,조달청 서울지방조달청,45454000,45854000,100.88,4,6,4,2Q,100.626,98.609,99.94422222222222,0.6797521198528524,9
2751,제주제일고 옥외보안등시설 전기공사 입찰공고,공사,제주특별자치도교육청,127798000,128176000,100.296,4,6,4,2Q,101.533,99.55,100.395,0.6568224374103823,8
2752,제주고 피뢰설비 전기공사 입찰공고,공사,제주특별자치도교육청,94515000,94958000,100.469,4,6,4,2Q,101.533,99.55,100.395,0.6568224374103823,8
2753,단구초 급식소 및 화장실보수 전기공사,공사,강원도교육청 강원도원주교육지원청,99815000,98432000,98.614,5,6,3,2Q,100.168,99.793,99.9805,0.2651650429449553,2
2754,청주공항 통신동 및 기타건물 시설개선 전기공사,공사,한국공항공사 서울지역본부,82219500,81739000,99.416,4,6,4,2Q,99.919,99.919,99.919,,1
2755,2020년 4호선 궤도도상개량(신용산~이촌) 전기공사(송배전분야),공사,서울교통공사,167321120,165183000,98.722,7,6,1,2Q,101.076,98.153,99.84576000000001,0.6976897161346143,25
2756,반도체융합SW과 러닝팩토리실 구축 리모델링 공사(전기) 긴급,공사,한국폴리텍대학반도체융합캠퍼스,123192000,123440000,100.201,6,6,1,2Q,0.0,0.0,0.0,0.0,0
2757,구룡천 지방하천 퇴적토 준설사업(재난안전기금),공사,충청남도 부여군,160000000,158175000,98.859,4,6,4,2Q,100.798,98.447,99.98325,1.055781030012062,4
2758,옥길산들초 교실증축 전기공사,공사,경기도교육청 경기도부천교육지원청,419284000,422175000,100.69,4,6,3,2Q,0.0,0.0,0.0,0.0,0
2759,태백시 농업기술센터 청사 신축공사(전기),공사,강원도 태백시,365937000,366669000,100.2,7,6,1,2Q,100.463,99.404,100.01799999999999,0.5493550764305352,3
2761,기산저수지 수변산책로 조성사업 전기공사,공사,한국농어촌공사 경기지역본부 파주지사,157960000,158254000,100.186,6,6,1,2Q,0.0,0.0,0.0,0.0,0
2762,재난종합상황실 확장 및 리모델링 전기공사,공사,경상북도 문경시,31262000,31263000,100.003,6,6,2,2Q,100.467,98.963,99.76671428571429,0.5291763141227824,7
2763,정좌지구 배수개선사업 배수장 비상전원(이중화선로) 전기공사,공사,한국농어촌공사 충남지역본부 청양지사,147554000,148401000,100.574,6,6,2,2Q,0.0,0.0,0.0,0.0,0
2764,유앤아이센터 옥외주차장 조성 전기공사,공사,재단법인화성시여성가족청소년재단,65804000,66814000,101.535,6,6,1,2Q,0.0,0.0,0.0,0.0,0
2766,동래원예고등학교 노후전등 및 기타 전기공사(긴급),공사,부산광역시교육청 부산광역시동래교육지원청,165594000,165192000,99.757,4,6,4,2Q,99.654,98.849,99.169,0.3782635765353738,4
2767,하당초 석면교체 및 기타 전기공사,공사,충청북도교육청 충청북도음성교육지원청,93071000,92130000,98.989,5,6,3,2Q,100.829,99.164,99.80066666666666,0.5761366735998193,6
2768,연서초등학교 냉난방시설 전기공사,공사,부산광역시교육청 부산광역시동래교육지원청,73051000,72659000,99.463,4,6,4,2Q,99.654,98.849,99.169,0.3782635765353738,4
2769,서동초등학교 냉난방 및 기타 전기공사,공사,부산광역시교육청 부산광역시동래교육지원청,87420000,88112000,100.792,4,6,4,2Q,99.654,98.849,99.169,0.3782635765353738,4
2770,원주교육지원청 청사2층 증축 전기공사,공사,강원도교육청 강원도원주교육지원청,35289000,34939000,99.008,5,6,3,2Q,100.168,98.614,99.52500000000002,0.8109235475678345,3
2771,"1,2호선 본선환기구 양방향 전기집진기 전기공사(2차)",공사,대구도시철도공사,474700000,475260000,100.118,5,6,3,2Q,100.931,98.205,99.64533333333333,1.369565746261687,3
2772,두호동 설머리 공중화장실 설치 전기공사 수의견적 제출안내 공고,공사,경상북도 포항시,46890000,47376000,101.036,5,6,2,2Q,99.838,99.356,99.597,0.3408254685319154,2
2773,도심권 관광숙박시설 건립공사(전기),공사,충청북도 제천시,204540000,203463000,99.473,4,6,4,2Q,101.072,99.167,100.18777777777778,0.6254609855494132,9
2774,해금강마을 하수관로 정비사업 전기 및 계측제어공사,공사,경상남도 거제시,123436000,121541000,98.465,4,6,4,2Q,100.147,99.224,99.75542857142857,0.34943089786244313,7
2776,서충주119안전센터 신축공사(전기),공사,충청북도,224004000,225246000,100.554,5,6,3,2Q,99.335,98.484,98.9095,0.6017478707897513,2
2777,안양남초 전기용량증설 전기공사 소액수의 견적서 제출 안내 공고,공사,경기도교육청 경기도안양과천교육지원청,28981000,28924000,99.803,5,6,3,2Q,100.67,98.421,99.87728571428572,0.7009839709098394,14
2778,관문초 전기용량증설 전기공사 소액수의 견적서 제출 안내 공고,공사,경기도교육청 경기도안양과천교육지원청,19002000,18955000,99.753,5,6,3,2Q,100.67,98.421,99.87728571428572,0.7009839709098394,14
2779,안양남초 전기용량증설 전기공사 감리용역 소액수의 견적서 제출 안내 공고,용역,경기도교육청 경기도안양과천교육지원청,19486000,19497000,100.056,5,6,3,2Q,100.67,98.421,99.87728571428572,0.7009839709098394,14
2780,관문초 전기용량증설 전기공사 감리용역 소액수의 견적서 제출 안내 공고,용역,경기도교육청 경기도안양과천교육지원청,18282000,18035000,98.649,5,6,3,2Q,100.67,98.421,99.87728571428572,0.7009839709098394,14
2781,동두천공공하수처리시설 개량사업(유량조정조) 전기 및 계측설비 공사,공사,경기도 동두천시 환경사업소,107450000,106761000,99.359,5,6,2,2Q,0.0,0.0,0.0,0.0,0
2782,농산물가공창업보육관조성 리모델링 전기공사,공사,경상북도 영천시 농업기술센터,48334000,48209000,99.741,5,6,3,2Q,100.11,100.11,100.11,,1
2783,유달산 목재문화체험장 조성사업 전기공사,공사,전라남도 목포시,148060000,147385000,99.544,5,6,3,2Q,100.21,100.21,100.21,,1
2784,경산고등학교 후관동 화장실개선 전기공사 수의견적 제출공고,공사,경상북도교육청 경상북도경산교육지원청,43967000,44003000,100.082,5,6,2,2Q,101.468,99.696,100.46166666666666,0.9101847797746003,3
2785,백암고 냉난방 개선 전기공사,공사,경기도용인교육청,109846000,109708000,99.874,5,6,3,2Q,0.0,0.0,0.0,0.0,0
2786,경희학교 외 1교(금장초) 냉난방시설개선 전기공사 설계용역 견적제출 공고,용역,경상북도교육청 경상북도경주교육지원청,7532000,7496000,99.522,5,6,2,2Q,100.565,98.181,99.6412,0.9792013071886702,5
2787,양남초등학교 외 1교(동방초) 천장개체 및 기타 전기공사 설계용역 견적제출 공고,용역,경상북도교육청 경상북도경주교육지원청,13045000,12959000,99.341,5,6,2,2Q,100.565,98.181,99.6412,0.9792013071886702,5
2788,신호대교 전기방식시설 보수(교체)공사,공사,부산광역시,135300000,132967000,98.276,4,6,4,2Q,101.138,98.24,99.56020000000001,1.2762057827795668,5
2789,일·쉼 지원센터 조성 리모델링 전기공사 감리용역,용역,경기도 부천시,29865000,29523000,98.855,5,6,3,2Q,100.202,98.869,99.65875,0.5780267439026198,4
2790,경상대학교 의사과학자 양성 PBL실 구축사업 리모델링 공사(전기) 소액수의 견적 제출 안내 공고,공사,경상대학교,40524000,40734000,100.518,5,6,3,2Q,100.393,99.8,100.09649999999999,0.41931432124362517,2
2791,노포차량기지 검수고 전기실 전기설비 교체공사 책임감리 용역,용역,부산교통공사,75710000,76357000,100.855,5,6,3,2Q,101.016,98.443,99.878,0.6424439942238446,15
2792,남선공원종합체육관 시설개선공사(전기),공사,대전광역시 서구,70452000,69881000,99.19,5,6,3,2Q,100.953,98.564,99.7585,1.689278100254669,2
2793,동천배수지 설치공사(전기),공사,경기도 용인시,416593000,413920000,99.358,5,6,3,2Q,100.16,99.16,99.69120000000001,0.3926457691100208,5
2794,구)지원중 수배전반 및 전력간선 전기공사 설계용역 수의계약 안내 공고,용역,광주광역시교육청 광주광역시동부교육지원청,5830000,5831000,100.017,5,6,3,2Q,101.181,98.746,100.16329999999999,0.7857052104815011,10
2795,인화초 병설유치원 스프링클러 설치 전기설비공사 수의계약 안내 공고,공사,제주특별자치도교육청 제주시교육지원청,79776000,79607000,99.788,4,6,4,2Q,99.839,99.839,99.839,,1
2796,은풍중학교 천장 석면 개체 전기공사,공사,경상북도예천교육청 은풍중학교,73315000,73213000,99.861,5,6,2,2Q,0.0,0.0,0.0,0.0,0
2797,중앙로지하상가 엘리베이터 설치공사(전기),공사,대전광역시 중구,36872000,37124000,100.683,4,6,4,2Q,0.0,0.0,0.0,0.0,0
2799,학장초등학교 식당확충 전기공사,공사,부산광역시교육청 부산광역시북부교육지원청,48422000,48203000,99.548,4,6,4,2Q,101.24,98.671,99.82128571428571,0.7521888477754578,42
2800,공설운동장 부대 체육시설 개보수사업 전기공사,공사,전라남도 구례군,52624000,52591000,99.937,4,6,4,2Q,100.822,98.688,99.8265,0.8886073373543572,4
2801,전통시장 안전확충사업(2차분) 전기공사,공사,경기도 성남시,79618000,79158000,99.422,5,6,3,2Q,100.373,99.757,99.98733333333332,0.3360957204924439,3
2802,함평군 가축분뇨 공공하수처리시설 개선사업 전기공사,공사,전라남도 함평군,75783000,76491000,100.934,5,6,3,2Q,0.0,0.0,0.0,0.0,0
2803,거제식물원 식물문화센터 조성 전기공사,공사,경상남도 거제시,87784290,87802000,100.02,5,6,3,2Q,100.147,99.224,99.71133333333334,0.3608177748762778,6
2804,담양교육지원청 학교폭력 상담실 구축 및 기타보수 전기공사 소액수의 견적서 제출 안내 공고,공사,전라남도교육청 전라남도담양교육지원청,33891000,33565000,99.038,5,6,3,2Q,99.716,99.716,99.716,,1
2805,영상테마파크 실내스튜디오 조성사업 전기공사,공사,경상남도 합천군,146300000,147031000,100.5,4,6,4,2Q,98.912,98.912,98.912,,1
2806,오시리아관광단지 해안산책로 전기공사,공사,부산도시공사,38752231,38433000,99.176,4,6,4,2Q,0.0,0.0,0.0,0.0,0
2807,2020년 시립강북청소년센터 LED 조명 교체 및 전기 증설 공사,공사,시립강북청소년센터,17000000,16977000,99.865,6,6,1,2Q,0.0,0.0,0.0,0.0,0
2809,"수질복원센터A 액상폴리머 용해설비 전기, 통신 공사",공사,세종특별자치시 시설관리사업소,28720000,28356000,98.733,6,6,1,2Q,0.0,0.0,0.0,0.0,0
2810,법무연수원 용인분원 신임검사 통합강의실 강의실 리모델링 전기공사,공사,법무부 법무연수원 용인분원,27283140,27345000,100.227,10,5,4,2Q,0.0,0.0,0.0,0.0,0
2813,홍천 자운3리 산림휴양치유마을사업 전기공사,공사,한국농어촌공사 강원지역본부 홍천.춘천지사,28350000,28332000,99.937,5,6,2,2Q,0.0,0.0,0.0,0.0,0
2815,영등포종합재가센터 전기공사,공사,재단법인 서울특별시 사회서비스원,31900000,31671000,99.282,11,5,3,2Q,0.0,0.0,0.0,0.0,0
2816,제2순환도로 진월IC 진출입로 개설 전기공사,공사,광주광역시,351747000,351149000,99.83,4,6,3,2Q,101.373,98.625,99.90440000000001,1.1316730093096705,5
2817,첨단체육공원 등 체육시설확충 전기공사,공사,광주광역시,258214000,258470000,100.099,4,6,3,2Q,101.373,98.625,99.90440000000001,1.1316730093096705,5
2818,동구리호수공원 경관조성 전기공사,공사,전라남도 화순군,112750000,114735000,101.761,4,6,3,2Q,100.308,100.308,100.308,,1
2820,현암도서관 시설물 보강 및 리모델링사업(전기),공사,전라남도 여수시,419870000,416535000,99.206,5,6,2,2Q,100.076,98.832,99.53166666666665,0.6363806512876816,3
2821,신안 태양광발전소 전기안전관리 대행용역,용역,한국지역난방공사 광주전남지사,10054000,9995000,99.413,5,6,2,2Q,0.0,0.0,0.0,0.0,0
2823,백전 전천후 게이트볼장 건립사업-전기공사,공사,경상남도 함양군,98703000,99078000,100.38,5,6,1,2Q,101.112,97.866,100.00933333333334,1.8564399622215972,3
2825,일·쉼 지원센터 조성 리모델링 전기공사,공사,경기도 부천시,171688000,172035000,100.202,5,6,2,2Q,99.945,98.869,99.47766666666666,0.5517475268030934,3
2826,노원평생학습관 장애인편의시설 설치 전기공사,공사,서울특별시교육청 서울특별시교육청교육시설관리본부,30050000,29884000,99.448,5,6,2,2Q,101.304,101.304,101.304,,1
2827,일동도서관 리모델링 전기 공사 발주,공사,경기도 포천시,78000000,78452000,100.579,5,6,2,2Q,100.294,98.191,99.484,0.9797683399661336,4
2828,죽곡초 연립관사 및 급식실 증개축 전기공사 소액 수의견적 안내 공고,공사,전라남도교육청 전라남도곡성교육지원청,83160000,83493000,100.4,10,5,4,2Q,0.0,0.0,0.0,0.0,0
2830,치과대학 본관 석면철거공사(전기),공사,전북대학교,47887000,47844000,99.91,10,5,4,2Q,100.375,99.519,99.947,0.6052834046956808,2
2831,별방초 외 1교(상진초) 냉난방개선 및 기타 전기공사 입찰 공고,공사,충청북도교육청 충청북도단양교육지원청,95942000,95918000,99.975,7,6,0,2Q,0.0,0.0,0.0,0.0,0
2833,부윤초 외 1교(원당초) 조명개선 전기공사,공사,충청북도교육청 충청북도음성교육지원청,16170000,16304000,100.829,5,6,2,2Q,100.004,99.164,99.595,0.31253159840246614,5
2834,어린이보호구역 내 노랑신호등 설치 전기공사,공사,경기도 안산시,166771000,166498000,99.836,7,6,0,2Q,101.26,98.91,99.858125,0.7376478907407568,8
2835,증평캠퍼스 생명관 외 2동 석면재 교체 전기공사,공사,한국교통대학교,45978000,45991000,100.028,7,6,0,2Q,100.525,99.732,100.11125000000001,0.32489626549613515,4
2836,포항리틀야구장 전기공사,공사,경상북도 포항시,110000000,109292000,99.356,5,6,1,2Q,99.838,99.838,99.838,,1
2837,용방지구 배수개선사업 전기공사,공사,한국농어촌공사 충북지역본부 옥천.영동지사,247126000,245869000,99.491,6,6,0,2Q,0.0,0.0,0.0,0.0,0
2838,경상남도교육청 산촌유학교육원 다정관 화장실보수 전기공사,공사,경상남도교육청,18865000,18647000,98.844,5,6,2,2Q,100.199,99.399,99.88600000000001,0.4274423937795587,3
2839,호산고등학교 외 4교 환경개선 전기공사 설계용역,용역,대구광역시교육청,19064000,18932000,99.308,4,6,3,2Q,100.854,99.795,100.20975,0.4522575777879969,4
2840,(긴급)모산초등학교 냉난방시설 전기공사,공사,부산광역시교육청 부산광역시북부교육지원청,101403000,100400000,99.011,4,6,3,2Q,101.24,98.671,99.862275,0.7474028189122314,40
2841,국도38호선 음성 감곡 오향 등 2개소 사고잦은곳 개선공사(전기),공사,국토교통부 대전지방국토관리청 충주국토관리사무소,77330000,77579000,100.322,5,6,1,2Q,0.0,0.0,0.0,0.0,0
2842,(긴급)엄궁누리유치원 교사보수 전기공사,공사,부산광역시교육청 부산광역시북부교육지원청,204391000,202331000,98.992,4,6,3,2Q,101.24,98.671,99.862275,0.7474028189122314,40
2843,2020년 인천글로벌캠퍼스 전기설비 정밀점검 용역,용역,인천글로벌캠퍼스운영 재단법인,42400000,42221000,99.578,6,6,1,2Q,0.0,0.0,0.0,0.0,0
2844,파주시 지방도 감응신호 구축사업(전기공사),공사,경기도 파주시,167439000,167700000,100.156,3,6,4,2Q,0.0,0.0,0.0,0.0,0
2845,"금사도시재생어울림센터 전기, 정보통신, 소방 설계용역",용역,부산도시공사,83971000,83206000,99.089,3,6,4,2Q,0.0,0.0,0.0,0.0,0
2846,귀농인 임시거주시설 조성사업 전기공사,공사,전라북도 장수군,322487000,320090000,99.257,6,6,1,2Q,100.128,99.656,99.892,0.33375440072004636,2
2847,동광초 행복감성 NEW SPACE 시설 전기공사 수의 견적공고,공사,충청북도교육청 충청북도보은교육지원청,23771000,23788000,100.072,5,6,2,2Q,0.0,0.0,0.0,0.0,0
2848,정읍동초 수변전 증설 및 기타 전기공사,공사,전라북도교육청 전라북도정읍교육지원청,115047000,115663000,100.535,4,6,3,2Q,100.527,98.214,99.79542857142857,0.8079189021064874,7
2849,주민문화나눔공간 조성 공사(전기),공사,경기도 안산시,38110000,37740000,99.029,5,6,1,2Q,101.26,98.91,99.85566666666665,0.6900458318111932,9
2850,"문화중 등 3교(우산중, 일동중) 소규모 천장보수 전기공사 수의계약 안내 공고",공사,광주광역시교육청 광주광역시동부교육지원청,13321000,13154000,98.746,5,6,2,2Q,101.181,99.514,100.32387500000002,0.6890335752756491,8
2851,장곡중학교 외 1개교(왜관초) 화장실개선 및 기타 전기공사 설계용역 견적제출 안내공고,용역,경상북도교육청 경상북도칠곡교육지원청,13837000,13876000,100.282,4,6,3,2Q,100.236,100.104,100.17,0.09333809511662781,2
2852,봉화고등학교 급식소 증개축 전기공사 설계용역,용역,경상북도교육청 경상북도안동교육지원청,9712000,9729000,100.175,5,6,1,2Q,101.191,98.376,99.91758333333333,0.7912333822277181,12
2853,북평생활문화센터 신축 전기공사,공사,강원도 정선군,44660000,44557000,99.769,5,6,2,2Q,98.873,98.873,98.873,,1
2855,"석적초등학교 외 2교(지천초, 약목초) 화장실개선 및 기타 전기공사 설계용역 견적제출 안내공고",용역,경상북도교육청 경상북도칠곡교육지원청,5739000,5685000,99.059,4,6,3,2Q,100.236,100.104,100.17,0.09333809511662781,2
2856,강원도산림박물관 목재문화체험공간 조성사업(전기),공사,강원도,51512000,51821000,100.6,4,6,3,2Q,100.811,99.351,100.07000000000001,0.6581078938897515,5
2857,성주 별고을 진출로 정비사업 전기공사,공사,경상북도 성주군 시설관리사업소,66090000,66412000,100.487,5,6,2,2Q,99.037,99.037,99.037,,1
2858,정부과천청사 어린이집 환기시설 전기공사,공사,행정안전부 정부청사관리본부 과천청사관리소,28160000,28054000,99.624,5,6,1,2Q,0.0,0.0,0.0,0.0,0
2859,울릉군 음식물류폐기물 공공처리시설 확충사업 전기공사,공사,경상북도 울릉군,65237000,65301000,100.098,5,6,2,2Q,0.0,0.0,0.0,0.0,0
